Time,ax,ay,az,lax,lay,laz,gx,gy,gz
841521.0,7.496094,-4.617188,-2.285156,-1.175781,-1.984375,1.035156,0.402344,1.013672,-0.132812
841534.0,7.222656,-4.617188,-2.589844,-2.011719,-2.484375,0.488281,0.927734,0.820312,-0.130859
841561.0,8.984375,-2.125,-1.785156,-0.992188,-0.445312,1.160156,1.160156,0.667969,-0.068359
841585.0,10.59375,-0.898438,-2.4375,1.25,1.359375,0.210938,0.763672,0.732422,-0.017578
841602.0,10.898438,-0.515625,-2.550781,1.417969,1.597656,-0.066406,0.324219,0.828125,0.035156
841626.0,10.019531,-0.9375,-1.824219,0.582031,1.359375,0.488281,0.103516,0.876953,0.044922
841642.0,9.632812,-1.320312,-1.136719,0.335938,1.136719,0.945312,0.091797,0.810547,0.033203
841657.0,9.484375,-1.511719,-0.941406,-0.117188,0.484375,1.363281,0.09375,0.777344,0.027344
841696.0,9.941406,-3.007812,-0.292969,0.394531,-0.671875,1.511719,0.148438,0.642578,0.039062
841712.0,9.371094,-2.625,0.78125,0.195312,-0.363281,1.910156,0.140625,0.529297,0.058594
841735.0,8.371094,-2.929688,1.546875,-1.214844,-0.578125,3.148438,0.109375,0.316406,0.041016
841752.0,7.90625,-3.621094,1.085938,-1.480469,-0.914062,2.964844,0.210938,0.083984,-0.009766
841774.0,8.261719,-3.464844,0.089844,-1.328125,-1.097656,1.636719,0.337891,-0.097656,-0.042969
841792.0,9.136719,-3.351562,-0.636719,0.316406,-0.675781,0.21875,0.212891,-0.103516,-0.023438
841815.0,10.363281,-1.511719,-1.671875,0.777344,0.855469,-0.117188,-0.074219,-0.009766,-0.011719
841832.0,10.015625,-1.246094,-1.710938,0.585938,1.078125,-0.15625,-0.298828,0.052734,-0.007812
841855.0,9.597656,-2.050781,-1.671875,0.003906,0.292969,-0.117188,-0.1875,0.066406,-0.005859
841884.0,9.253906,-2.777344,-1.441406,-0.339844,-0.433594,0.105469,0.140625,0.015625,-0.011719
841924.0,9.328125,-2.277344,-1.058594,-0.265625,0.082031,0.457031,0.21875,-0.017578,0.011719
841965.0,9.371094,-2.355469,-1.058594,-0.226562,0.011719,0.457031,-0.025391,-0.007812,0.003906
841982.0,9.027344,-2.277344,-0.941406,-0.457031,0.125,0.527344,-0.039062,-0.050781,-0.001953
842004.0,9.25,-2.394531,-0.867188,-0.339844,-0.035156,0.664062,-0.039062,-0.099609,-0.013672
842022.0,9.792969,-2.585938,-1.171875,-0.148438,-0.148438,0.640625,-0.007812,-0.09375,-0.005859
842036.0,9.976562,-2.585938,-1.519531,0.394531,-0.109375,-0.183594,-0.013672,-0.0625,0.005859
842052.0,9.710938,-2.164062,-1.9375,0.28125,0.082031,-0.308594,-0.023438,-0.015625,0.015625
842074.0,9.25,-2.242188,-1.9375,-0.332031,0.117188,-0.375,-0.025391,-0.005859,0.013672
842115.0,9.214844,-2.507812,-1.671875,-0.371094,-0.132812,-0.109375,0.179688,-0.003906,0.009766
842132.0,9.40625,-2.394531,-1.632812,-0.292969,-0.058594,-0.117188,0.146484,0.029297,0.021484
842155.0,9.332031,-2.085938,-1.480469,-0.25,0.296875,0.042969,0.044922,0.068359,0.035156
842171.0,9.210938,-2.164062,-1.402344,-0.324219,0.339844,0.035156,-0.03125,0.078125,0.041016
842199.0,9.253906,-2.625,-1.441406,-0.324219,-0.226562,0.058594,0.027344,0.068359,0.037109
842225.0,9.484375,-2.660156,-1.363281,-0.09375,-0.246094,0.113281,0.082031,0.064453,0.027344
842241.0,9.40625,-2.585938,-1.363281,-0.09375,-0.210938,0.105469,0.021484,0.105469,0.023438
842266.0,9.59375,-2.625,-1.402344,0.011719,-0.203125,0.035156,-0.035156,0.121094,0.023438
842281.0,9.410156,-2.355469,-1.210938,-0.066406,-0.085938,0.09375,-0.039062,0.134766,0.017578
842305.0,9.292969,-2.355469,-1.210938,-0.300781,0.066406,0.171875,-0.007812,0.119141,0.015625
842321.0,9.367188,-2.316406,-1.136719,-0.300781,0.066406,0.15625,0.050781,0.097656,0.015625
842344.0,9.292969,-2.394531,-1.136719,-0.292969,0.035156,0.199219,0.052734,0.097656,0.021484
842384.0,9.410156,-2.507812,-1.097656,-0.179688,-0.054688,0.199219,0.074219,0.078125,0.035156
842416.0,9.371094,-2.507812,-1.097656,-0.257812,0.191406,0.136719,0.173828,0.0625,0.037109
842455.0,9.488281,-1.933594,-1.171875,-0.09375,0.558594,0.046875,0.085938,0.085938,0.048828
842471.0,9.410156,-2.277344,-1.171875,-0.171875,0.40625,0.074219,0.017578,0.095703,0.0625
842495.0,9.410156,-2.355469,-1.289062,-0.171875,0.160156,-0.109375,0.097656,0.099609,0.078125
842511.0,9.371094,-2.242188,-1.480469,-0.25,0.089844,-0.230469,0.142578,0.109375,0.085938
842533.0,9.484375,-2.394531,-1.363281,-0.09375,0.160156,-0.238281,0.095703,0.125,0.091797
842565.0,9.40625,-2.777344,-1.25,-0.15625,-0.191406,-0.171875,0.050781,0.164062,0.095703
842581.0,9.59375,-2.929688,-1.136719,-0.078125,-0.230469,-0.035156,0.091797,0.181641,0.085938
842604.0,9.484375,-3.007812,-0.789062,-0.078125,-0.390625,0.210938,0.085938,0.203125,0.078125
842620.0,9.445312,-2.890625,-0.367188,-0.078125,-0.3125,0.339844,-0.054688,0.205078,0.03125
842644.0,9.097656,-3.390625,0.167969,-0.472656,-0.765625,1.097656,-0.164062,0.166016,0.003906
842660.0,9.027344,-3.734375,0.167969,-0.507812,-0.996094,1.128906,-0.066406,0.089844,-0.041016
842684.0,8.984375,-3.65625,-0.0625,-0.585938,-1.046875,0.828125,0.052734,0.011719,-0.072266
842700.0,9.214844,-3.351562,-0.292969,-0.472656,-0.902344,0.714844,0.117188,-0.041016,-0.107422
842724.0,9.210938,-3.007812,-0.484375,-0.363281,-0.429688,0.414062,0.085938,-0.070312,-0.130859
842740.0,9.410156,-3.007812,-0.636719,-0.25,-0.40625,0.375,0.087891,-0.082031,-0.154297
842763.0,9.289062,-2.851562,-0.75,-0.285156,-0.335938,0.164062,0.109375,-0.083984,-0.175781
842781.0,9.292969,-2.738281,-0.714844,-0.292969,-0.277344,0.207031,0.126953,-0.105469,-0.183594
842795.0,9.289062,-2.660156,-0.675781,-0.300781,-0.148438,0.207031,0.179688,-0.119141,-0.1875
842811.0,9.367188,-2.507812,-0.789062,-0.300781,-0.125,0.179688,0.28125,-0.154297,-0.199219
842834.0,9.371094,-2.507812,-0.597656,-0.242188,-0.101562,0.355469,0.240234,-0.171875,-0.234375
842851.0,9.292969,-2.699219,-0.40625,-0.242188,-0.269531,0.410156,0.083984,-0.177734,-0.269531
842874.0,9.132812,-2.816406,0.015625,-0.480469,-0.503906,1.03125,-0.058594,-0.199219,-0.298828
842891.0,8.988281,-2.816406,-0.023438,-0.5625,-0.570312,1.015625,-0.101562,-0.253906,-0.320312
842914.0,9.136719,-2.546875,-0.140625,-0.496094,-0.359375,0.976562,-0.175781,-0.316406,-0.359375
842931.0,9.25,-3.007812,-0.175781,-0.457031,-0.667969,1.046875,-0.214844,-0.388672,-0.408203
842945.0,9.210938,-3.121094,-0.175781,-0.542969,-1.128906,1.171875,-0.181641,-0.427734,-0.433594
842961.0,8.945312,-3.273438,0.128906,-0.695312,-1.28125,1.324219,-0.083984,-0.560547,-0.480469
842985.0,9.132812,-2.96875,0.089844,-0.511719,-1.078125,1.527344,-0.013672,-0.660156,-0.552734
843000.0,9.027344,-3.121094,-0.253906,-0.464844,-1.253906,1.332031,-0.037109,-0.751953,-0.609375
843024.0,8.867188,-2.394531,0.128906,-0.769531,-0.738281,1.847656,-0.080078,-0.851562,-0.6875
843040.0,9.210938,-1.703125,0.089844,-0.648438,-0.507812,2.019531,-0.164062,-0.978516,-0.724609
843064.0,9.449219,-0.9375,-0.0625,-0.15625,0.429688,2.03125,-0.412109,-1.080078,-0.734375
843081.0,9.714844,-0.285156,-0.484375,0.011719,0.65625,1.878906,-0.591797,-1.189453,-0.740234
843094.0,9.832031,0.058594,-0.523438,0.546875,1.441406,1.648438,-0.724609,-1.232422,-0.722656
843120.0,10.746094,0.824219,-1.785156,1.023438,1.625,1.207031,-1.144531,-1.279297,-0.607422
843140.0,11.441406,-0.324219,-1.824219,1.882812,1.484375,0.929688,-1.488281,-1.234375,-0.566406
843160.0,11.667969,-1.398438,-2.476562,2.269531,-0.285156,1.171875,-1.464844,-1.224609,-0.619141
843181.0,11.242188,-2.164062,-2.398438,2.261719,-1.644531,1.023438,-1.287109,-1.253906,-0.697266
843200.0,10.703125,-2.507812,-2.324219,1.8125,-2.121094,1.296875,-0.853516,-1.404297,-0.697266
843230.0,10.253906,-2.507812,-3.203125,1.714844,-2.464844,1.546875,-0.117188,-1.550781,-0.726562
843254.0,9.828125,-2.355469,-4.851562,0.976562,-2.667969,-0.40625,0.244141,-1.585938,-0.765625
843270.0,9.210938,-2.050781,-6.0,0.777344,-2.675781,-0.953125,0.533203,-1.5625,-0.695312
843293.0,8.605469,-0.632812,-7.300781,0.039062,-1.078125,-2.332031,0.542969,-1.439453,-0.601562
843310.0,7.757812,0.210938,-7.53125,-0.273438,-0.640625,-2.132812,0.300781,-1.300781,-0.548828
843325.0,7.375,0.519531,-7.453125,-0.984375,0.230469,-1.804688,0.138672,-1.214844,-0.525391
843350.0,7.21875,-0.09375,-4.121094,-0.960938,0.53125,-1.867188,-0.509766,-0.705078,-0.683594
843365.0,7.03125,-2.433594,-4.046875,-1.433594,-5.136719,1.011719,-0.212891,-0.550781,-0.710938
843380.0,5.882812,-5.765625,-5.695312,-1.898438,-6.339844,0.476562,2.050781,-0.550781,-0.648438
843403.0,6.191406,-1.167969,-5.082031,-1.828125,-1.667969,0.722656,3.236328,-0.585938,-0.570312
843443.0,7.5625,4.617188,-4.007812,-0.425781,4.953125,1.84375,3.660156,0.119141,-0.212891
843462.0,7.414062,4.617188,-3.894531,-0.617188,5.085938,1.894531,1.142578,1.166016,-0.091797
843484.0,7.679688,0.171875,-5.003906,-0.566406,0.789062,0.449219,0.363281,1.753906,-0.011719
843501.0,7.640625,-1.511719,-5.539062,-0.632812,-0.328125,0.046875,0.847656,2.095703,0.011719
843515.0,7.527344,-1.894531,-5.769531,-1.1875,-1.277344,-0.925781,1.320312,2.167969,0.0
843530.0,7.492188,-1.742188,-5.808594,-1.363281,-1.113281,-1.089844,2.210938,2.173828,-0.054688
843553.0,8.40625,-1.054688,-5.5,-0.550781,0.046875,-1.429688,2.65625,2.224609,-0.212891
843594.0,9.941406,-0.667969,-6.152344,0.644531,0.667969,-3.058594,2.466797,2.257812,-0.529297
843624.0,10.402344,0.59375,-5.886719,0.894531,1.96875,-3.519531,2.126953,2.216797,-0.494141
843650.0,9.941406,-0.171875,-4.851562,0.761719,1.855469,-3.351562,0.839844,2.123047,-0.263672
843673.0,9.210938,-1.207031,-3.585938,-0.503906,0.121094,-2.304688,0.447266,1.962891,-0.267578
843690.0,8.792969,-1.972656,-4.773438,-0.671875,-0.277344,-2.214844,0.585938,1.507812,-0.222656
843706.0,7.988281,-3.121094,-6.460938,-2.390625,-1.917969,-5.984375,0.919922,0.828125,-0.056641
843730.0,9.09375,1.207031,-6.304688,-1.25,2.488281,-3.6875,0.773438,-0.328125,-0.291016
843744.0,8.679688,0.289062,-6.765625,-1.59375,1.53125,-2.875,0.574219,-0.533203,-0.138672
843760.0,10.742188,1.511719,-0.675781,-0.550781,3.007812,-0.136719,0.251953,-0.378906,-0.175781
843783.0,10.285156,-1.128906,-1.136719,0.519531,0.066406,-0.222656,0.464844,0.041016,0.0
