Time,ax,ay,az,lax,lay,laz,gx,gy,gz
968570.0,9.214844,-2.277344,-2.324219,-0.003906,-0.011719,0.0,0.0,0.0,0.0
968593.0,9.171875,-2.277344,-2.324219,-0.042969,0.027344,0.035156,0.0,0.0,0.0
968609.0,9.214844,-2.277344,-2.359375,-0.003906,-0.011719,-0.039062,0.0,0.0,0.0
968632.0,9.210938,-2.316406,-2.359375,0.003906,-0.011719,0.0,0.0,0.0,0.0
968663.0,9.214844,-2.277344,-2.359375,0.011719,0.035156,0.0,0.0,0.0,0.0
968679.0,9.210938,-2.316406,-2.359375,0.050781,-0.003906,0.0,0.0,0.0,0.0
968703.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.0,0.0,0.0,0.0
968719.0,9.171875,-2.277344,-2.359375,-0.027344,-0.003906,0.0,0.0,0.0,0.0
968743.0,9.210938,-2.316406,-2.398438,0.011719,-0.003906,-0.039062,0.0,0.0,0.0
968759.0,9.214844,-2.277344,-2.359375,0.050781,-0.003906,0.0,0.0,0.0,0.0
968783.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.0,0.0,0.0,0.0
968800.0,9.214844,-2.277344,-2.359375,0.011719,-0.003906,0.035156,0.0,0.0,0.0
968823.0,9.175781,-2.316406,-2.359375,-0.035156,-0.011719,0.0,0.0,0.0,0.0
968839.0,9.175781,-2.316406,-2.324219,0.003906,-0.011719,0.035156,0.0,0.0,0.0
968859.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.0,0.0,0.0,0.0
968879.0,9.175781,-2.316406,-2.359375,0.011719,-0.003906,0.0,0.0,0.0,0.0
968899.0,9.214844,-2.277344,-2.359375,0.011719,-0.003906,0.0,0.0,0.0,0.0
968919.0,9.253906,-2.277344,-2.359375,0.011719,0.035156,0.0,0.0,0.0,0.0
968939.0,9.171875,-2.277344,-2.398438,0.011719,-0.003906,0.0,0.0,0.0,0.0
968959.0,9.214844,-2.277344,-2.398438,0.011719,0.035156,0.0,0.0,0.0,0.0
968979.0,9.210938,-2.316406,-2.359375,0.003906,-0.011719,0.0,0.0,0.0,0.0
968990.0,9.210938,-2.316406,-2.359375,0.003906,-0.011719,0.0,0.0,0.0,0.0
969012.0,9.210938,-2.316406,-2.359375,0.003906,-0.011719,0.0,0.0,0.0,0.0
969030.0,9.210938,-2.316406,-2.359375,0.003906,-0.011719,0.0,0.0,0.0,0.0
969060.0,9.210938,-2.316406,-2.398438,-0.035156,-0.011719,0.0,0.0,0.0,0.0
969082.0,9.214844,-2.277344,-2.359375,0.011719,0.035156,0.0,0.0,0.0,0.0
969092.0,9.214844,-2.277344,-2.324219,0.011719,0.035156,0.035156,0.0,0.0,0.0
969122.0,9.210938,-2.316406,-2.359375,0.003906,-0.011719,0.0,0.0,0.0,0.0
969139.0,9.214844,-2.277344,-2.398438,0.003906,0.027344,0.0,0.0,0.0,0.0
969163.0,9.214844,-2.277344,-2.359375,0.003906,0.027344,0.0,0.0,0.0,0.0
969179.0,9.175781,-2.316406,-2.398438,0.003906,0.027344,0.0,0.0,0.0,0.0
969203.0,9.175781,-2.316406,-2.359375,-0.035156,-0.011719,0.0,0.0,0.0,0.0
969219.0,9.210938,-2.316406,-2.359375,0.003906,-0.011719,0.0,0.0,0.0,0.0
969233.0,9.214844,-2.277344,-2.359375,0.003906,-0.011719,0.0,0.0,0.0,0.0
969249.0,9.210938,-2.316406,-2.359375,0.003906,-0.011719,0.0,0.0,0.0,0.0
969264.0,9.210938,-2.316406,-2.359375,0.003906,-0.011719,0.0,0.0,0.0,0.0
969279.0,9.214844,-2.277344,-2.359375,0.042969,-0.011719,0.0,0.0,0.0,0.0
969300.0,9.214844,-2.277344,-2.398438,0.003906,-0.011719,0.0,0.0,0.0,0.0
969319.0,9.214844,-2.277344,-2.359375,0.003906,0.027344,0.0,0.0,0.0,0.0
969339.0,9.25,-2.316406,-2.359375,0.003906,0.027344,0.0,0.0,0.0,0.0
969359.0,9.210938,-2.316406,-2.359375,0.003906,-0.011719,0.0,0.0,0.0,0.0
969392.0,9.214844,-2.277344,-2.359375,-0.003906,0.027344,0.0,0.0,0.0,0.0
969422.0,9.210938,-2.316406,-2.359375,-0.003906,-0.011719,0.0,0.0,0.0,0.0
969432.0,9.210938,-2.316406,-2.359375,-0.003906,-0.011719,0.0,0.0,0.0,0.0
969462.0,9.210938,-2.316406,-2.359375,-0.003906,-0.011719,0.0,0.0,0.0,0.0
969502.0,9.210938,-2.316406,-2.359375,-0.003906,-0.011719,0.0,0.0,0.0,0.0
969518.0,9.214844,-2.277344,-2.398438,-0.042969,0.027344,0.0,0.0,0.0,0.0
969541.0,9.214844,-2.277344,-2.398438,0.003906,0.027344,-0.03125,0.0,0.0,0.0
969573.0,9.25,-2.316406,-2.359375,0.003906,-0.011719,0.007812,0.0,0.0,0.0
969589.0,9.214844,-2.277344,-2.359375,0.003906,-0.011719,0.042969,0.0,0.0,0.0
969613.0,9.25,-2.316406,-2.359375,0.042969,-0.011719,0.007812,0.0,0.0,0.0
969628.0,9.210938,-2.316406,-2.359375,0.003906,-0.011719,0.007812,0.0,0.0,0.0
969652.0,9.210938,-2.316406,-2.359375,0.003906,-0.011719,0.007812,0.0,0.0,0.0
969669.0,9.175781,-2.316406,-2.359375,0.003906,-0.011719,0.007812,0.0,0.0,0.0
969692.0,9.214844,-2.277344,-2.359375,0.003906,0.027344,0.007812,0.0,0.0,0.0
969709.0,9.210938,-2.316406,-2.359375,0.003906,-0.011719,-0.03125,0.0,0.0,0.0
969732.0,9.210938,-2.316406,-2.359375,0.003906,-0.011719,0.007812,0.0,0.0,0.0
969748.0,9.175781,-2.316406,-2.359375,0.003906,0.027344,0.042969,0.0,0.0,0.0
969768.0,9.210938,-2.316406,-2.359375,-0.003906,-0.011719,0.0,0.0,0.0,0.0
969789.0,9.210938,-2.316406,-2.324219,-0.003906,-0.011719,0.0,0.0,0.0,0.0
969810.0,9.210938,-2.316406,-2.359375,-0.003906,-0.011719,0.0,0.0,0.0,0.0
969828.0,9.214844,-2.277344,-2.324219,-0.003906,-0.011719,0.0,0.0,0.0,0.0
969848.0,9.210938,-2.316406,-2.359375,-0.003906,-0.011719,0.0,0.0,0.0,0.0
969868.0,9.214844,-2.277344,-2.398438,0.003906,-0.003906,0.0,0.0,0.0,0.0
969889.0,9.214844,-2.277344,-2.359375,-0.003906,0.027344,0.0,0.0,0.0,0.0
969914.0,9.214844,-2.277344,-2.359375,-0.003906,0.027344,0.0,0.0,0.0,0.0
969938.0,9.210938,-2.316406,-2.359375,-0.003906,-0.011719,0.0,0.0,0.0,0.0
969953.0,9.210938,-2.316406,-2.359375,-0.003906,-0.011719,-0.039062,0.0,0.0,0.0
969968.0,9.210938,-2.316406,-2.359375,-0.003906,-0.050781,0.0,0.0,0.0,0.0
969990.0,9.210938,-2.316406,-2.359375,0.003906,-0.011719,0.007812,0.0,0.0,0.0
970032.0,9.214844,-2.277344,-2.359375,0.003906,0.027344,0.007812,0.0,0.0,0.0
970048.0,9.210938,-2.316406,-2.359375,0.003906,0.027344,0.007812,0.0,0.0,0.0
970073.0,9.210938,-2.316406,-2.359375,0.003906,-0.011719,0.007812,0.0,0.0,0.0
970102.0,9.210938,-2.316406,-2.359375,0.003906,-0.011719,0.007812,0.0,0.0,0.0
970118.0,9.210938,-2.316406,-2.359375,0.003906,0.027344,0.007812,0.0,0.0,0.0
970142.0,9.210938,-2.316406,-2.398438,0.003906,-0.011719,-0.03125,0.0,0.0,0.0
970158.0,9.175781,-2.316406,-2.398438,0.003906,0.027344,0.042969,0.0,0.0,0.0
970181.0,9.214844,-2.277344,-2.359375,0.003906,0.027344,0.007812,0.0,0.0,0.0
970192.0,9.210938,-2.316406,-2.359375,0.003906,-0.011719,0.007812,0.0,0.0,0.0
970208.0,9.210938,-2.316406,-2.359375,0.003906,-0.011719,0.007812,0.0,0.0,0.0
970222.0,9.210938,-2.316406,-2.359375,-0.027344,-0.011719,0.042969,0.0,0.0,0.0
970239.0,9.210938,-2.355469,-2.398438,-0.027344,-0.003906,0.007812,0.0,0.0,0.0
970253.0,9.175781,-2.316406,-2.359375,0.011719,-0.003906,-0.03125,0.0,0.0,0.0
970278.0,9.175781,-2.316406,-2.398438,0.011719,-0.003906,-0.03125,0.0,0.0,0.0
970301.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.007812,0.0,0.0,0.0
970318.0,9.214844,-2.277344,-2.359375,0.011719,0.035156,0.007812,0.0,0.0,0.0
970333.0,9.214844,-2.277344,-2.359375,0.011719,0.035156,0.007812,0.0,0.0,0.0
970358.0,9.214844,-2.277344,-2.359375,0.050781,-0.003906,0.007812,0.0,0.0,0.0
970387.0,9.175781,-2.316406,-2.359375,0.011719,0.035156,0.007812,0.0,0.0,0.0
970411.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.007812,0.0,0.0,0.0
970428.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.042969,0.0,0.0,0.0
970451.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.0,0.0,0.0,0.0
970468.0,9.210938,-2.316406,-2.324219,0.011719,-0.003906,0.0,0.0,0.0,0.0
970491.0,9.214844,-2.277344,-2.359375,0.011719,0.035156,0.0,0.0,0.0,0.0
970508.0,9.210938,-2.316406,-2.324219,0.011719,0.035156,0.0,0.0,0.0,0.0
970522.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.0,0.0,0.0,0.0
970538.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.0,0.0,0.0,0.0
970561.0,9.210938,-2.316406,-2.324219,0.011719,-0.003906,0.035156,0.0,0.0,0.0
970577.0,9.253906,-2.277344,-2.359375,0.011719,-0.003906,0.0,0.0,0.0,0.0
970601.0,9.210938,-2.316406,-2.398438,0.011719,-0.003906,-0.039062,0.0,0.0,0.0
970617.0,9.210938,-2.316406,-2.398438,0.011719,0.035156,-0.039062,0.0,0.0,0.0
970641.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.0,0.0,0.0,0.0
970658.0,9.210938,-2.316406,-2.359375,0.011719,0.035156,0.0,0.0,0.0,0.0
970673.0,9.210938,-2.316406,-2.324219,-0.027344,-0.003906,0.035156,0.0,0.0,0.0
970698.0,9.25,-2.316406,-2.359375,0.003906,0.035156,0.0,0.0,0.0,0.0
970717.0,9.210938,-2.316406,-2.359375,0.003906,-0.003906,0.0,0.0,0.0,0.0
970737.0,9.210938,-2.316406,-2.324219,0.003906,0.035156,0.0,0.0,0.0,0.0
970758.0,9.214844,-2.277344,-2.398438,0.003906,-0.003906,0.0,0.0,0.0,0.0
970791.0,9.25,-2.316406,-2.398438,0.042969,-0.003906,-0.039062,0.0,0.0,0.0
970807.0,9.214844,-2.277344,-2.359375,0.003906,-0.003906,0.0,0.0,0.0,0.0
970831.0,9.210938,-2.316406,-2.359375,-0.003906,-0.011719,0.0,0.0,0.0,0.0
970848.0,9.214844,-2.277344,-2.324219,-0.003906,0.027344,0.0,-0.001953,-0.003906,0.0
970868.0,9.210938,-2.316406,-2.359375,-0.042969,-0.011719,0.0,0.001953,0.0,0.001953
970888.0,9.210938,-2.316406,-2.324219,-0.003906,-0.011719,0.0,0.0,0.0,-0.001953
970902.0,9.214844,-2.277344,-2.398438,-0.003906,0.027344,0.0,-0.003906,0.0,0.0
970917.0,9.210938,-2.316406,-2.359375,-0.003906,-0.011719,0.0,-0.001953,0.0,0.0
970940.0,9.210938,-2.316406,-2.398438,-0.003906,-0.011719,-0.039062,-0.001953,0.0,0.0
970957.0,9.210938,-2.355469,-2.398438,-0.042969,-0.011719,-0.039062,0.001953,0.0,0.0
970980.0,9.210938,-2.316406,-2.398438,0.003906,-0.003906,-0.03125,0.0,0.001953,0.001953
970997.0,9.210938,-2.316406,-2.398438,0.003906,-0.003906,0.007812,0.001953,0.001953,0.0
971020.0,9.25,-2.316406,-2.359375,0.042969,-0.003906,0.007812,0.001953,0.003906,0.0
971037.0,9.210938,-2.316406,-2.359375,-0.035156,0.035156,0.007812,0.001953,0.003906,0.003906
971052.0,9.210938,-2.316406,-2.359375,0.003906,-0.003906,0.007812,0.0,0.003906,0.0
971067.0,9.210938,-2.316406,-2.359375,0.003906,-0.003906,-0.03125,0.0,0.0,0.003906
971091.0,9.210938,-2.316406,-2.359375,0.003906,-0.003906,0.007812,0.001953,0.003906,0.003906
971108.0,9.210938,-2.316406,-2.359375,0.003906,-0.003906,0.007812,-0.001953,0.001953,-0.001953
971131.0,9.210938,-2.316406,-2.324219,0.003906,-0.003906,0.042969,0.0,0.0,0.001953
971147.0,9.210938,-2.316406,-2.359375,0.003906,-0.003906,0.007812,0.0,0.001953,0.0
971170.0,9.210938,-2.316406,-2.324219,0.003906,-0.003906,0.042969,-0.001953,-0.003906,0.001953
971187.0,9.210938,-2.316406,-2.359375,0.003906,-0.003906,0.007812,0.0,0.0,0.0
971210.0,9.175781,-2.316406,-2.359375,-0.035156,-0.003906,0.007812,-0.001953,0.0,-0.001953
971241.0,9.210938,-2.316406,-2.359375,0.003906,-0.003906,0.007812,0.0,-0.003906,0.0
971258.0,9.214844,-2.277344,-2.359375,0.003906,-0.003906,-0.03125,-0.001953,-0.001953,0.0
971280.0,9.210938,-2.316406,-2.359375,0.003906,-0.003906,0.007812,-0.001953,0.0,0.0
971297.0,9.175781,-2.316406,-2.359375,0.003906,-0.003906,0.007812,0.0,0.0,0.0
971320.0,9.214844,-2.277344,-2.398438,0.011719,0.035156,-0.03125,0.0,0.0,0.0
971359.0,9.171875,-2.277344,-2.359375,-0.027344,0.035156,0.0,-0.001953,0.0,0.001953
971400.0,9.214844,-2.277344,-2.359375,0.011719,0.035156,0.0,-0.001953,0.0,-0.001953
971431.0,9.214844,-2.277344,-2.359375,0.011719,0.035156,0.0,0.0,0.001953,-0.001953
971447.0,9.25,-2.316406,-2.398438,0.011719,-0.003906,0.0,-0.001953,0.0,0.0
971471.0,9.214844,-2.277344,-2.359375,0.011719,0.035156,0.0,0.0,0.001953,0.0
971487.0,9.210938,-2.316406,-2.359375,0.003906,0.027344,0.0,-0.001953,0.001953,-0.001953
971509.0,9.210938,-2.316406,-2.324219,0.003906,-0.011719,0.035156,-0.003906,0.001953,0.0
971550.0,9.210938,-2.316406,-2.324219,0.003906,-0.011719,0.035156,-0.001953,0.0,0.001953
971567.0,9.210938,-2.316406,-2.359375,0.003906,-0.011719,0.0,0.003906,-0.001953,0.0
971591.0,9.25,-2.316406,-2.359375,0.042969,-0.011719,0.0,0.0,-0.003906,0.0
971607.0,9.210938,-2.316406,-2.324219,0.042969,-0.011719,0.0,0.003906,-0.001953,-0.001953
971627.0,9.210938,-2.316406,-2.359375,0.003906,0.027344,-0.039062,0.0,-0.001953,-0.001953
971647.0,9.214844,-2.277344,-2.359375,0.003906,-0.011719,0.0,0.0,-0.003906,0.001953
971676.0,9.210938,-2.316406,-2.359375,-0.003906,-0.011719,0.0,-0.001953,0.0,0.0
971700.0,9.175781,-2.316406,-2.359375,-0.042969,-0.011719,0.0,0.0,0.0,0.001953
971717.0,9.210938,-2.316406,-2.359375,-0.042969,-0.011719,0.0,0.0,0.001953,0.0
971740.0,9.214844,-2.277344,-2.359375,0.003906,0.027344,0.0,0.0,0.001953,-0.001953
971757.0,9.210938,-2.316406,-2.324219,0.003906,-0.011719,0.0,-0.001953,0.0,0.0
971772.0,9.175781,-2.316406,-2.359375,0.003906,-0.011719,0.0,-0.001953,0.0,0.0
971811.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.0,0.003906,0.0,0.0
971827.0,9.175781,-2.316406,-2.359375,0.011719,0.035156,0.0,0.0,0.0,0.001953
971850.0,9.214844,-2.277344,-2.324219,0.011719,0.035156,0.035156,0.0,0.0,0.0
971867.0,9.214844,-2.277344,-2.359375,-0.027344,-0.003906,0.0,-0.001953,0.0,0.001953
971890.0,9.175781,-2.316406,-2.359375,-0.027344,-0.003906,0.0,-0.003906,-0.001953,0.001953
971907.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.0,0.0,0.0,0.0
971929.0,9.214844,-2.277344,-2.398438,0.011719,0.035156,-0.039062,0.0,0.0,0.0
971947.0,9.214844,-2.277344,-2.359375,0.050781,-0.003906,-0.039062,0.0,0.0,0.0
971966.0,9.214844,-2.277344,-2.398438,0.011719,0.035156,-0.039062,0.0,0.0,0.0
971986.0,9.214844,-2.277344,-2.359375,0.003906,-0.011719,-0.039062,0.0,0.0,0.0
972006.0,9.210938,-2.316406,-2.398438,0.003906,-0.011719,-0.039062,0.0,0.0,0.0
972027.0,9.210938,-2.316406,-2.398438,0.003906,-0.011719,-0.039062,0.0,0.0,0.0
972041.0,9.214844,-2.277344,-2.398438,0.011719,-0.011719,0.007812,0.0,0.0,0.0
972056.0,9.210938,-2.316406,-2.359375,0.011719,-0.011719,0.007812,0.0,0.0,0.0
972080.0,9.210938,-2.316406,-2.398438,0.011719,-0.011719,-0.03125,0.0,0.0,0.0
972096.0,9.210938,-2.316406,-2.359375,0.011719,-0.011719,0.007812,0.0,0.0,0.0
972119.0,9.214844,-2.277344,-2.359375,0.003906,0.027344,0.007812,0.0,0.0,0.0
972150.0,9.214844,-2.277344,-2.359375,0.003906,0.027344,0.007812,0.0,0.0,0.0
972167.0,9.210938,-2.316406,-2.359375,-0.027344,-0.011719,0.007812,0.0,0.0,0.0
972190.0,9.210938,-2.316406,-2.359375,0.011719,-0.011719,0.007812,0.0,0.0,0.0
972207.0,9.214844,-2.277344,-2.359375,0.011719,-0.011719,0.007812,0.0,0.0,0.0
972230.0,9.210938,-2.316406,-2.398438,0.011719,-0.003906,-0.03125,0.0,0.0,0.0
972246.0,9.210938,-2.316406,-2.398438,0.011719,-0.003906,0.007812,0.0,0.0,0.0
972270.0,9.210938,-2.316406,-2.359375,0.003906,-0.003906,0.007812,0.0,0.0,0.0
972286.0,9.175781,-2.316406,-2.359375,0.003906,-0.003906,0.007812,0.0,0.0,0.0
972309.0,9.210938,-2.316406,-2.324219,0.003906,-0.003906,0.042969,0.0,0.0,0.0
972326.0,9.210938,-2.316406,-2.359375,0.003906,0.035156,0.007812,0.0,0.0,0.0
972341.0,9.210938,-2.316406,-2.359375,0.003906,-0.042969,0.007812,0.0,0.0,0.0
972356.0,9.210938,-2.316406,-2.359375,0.003906,-0.003906,0.042969,0.0,0.0,0.0
972382.0,9.210938,-2.316406,-2.359375,0.003906,-0.003906,0.007812,0.0,0.0,0.0
972406.0,9.214844,-2.277344,-2.359375,0.003906,0.035156,0.0,0.0,0.0,0.0
972420.0,9.214844,-2.277344,-2.359375,-0.027344,0.035156,0.0,0.0,0.0,0.0
972437.0,9.210938,-2.316406,-2.398438,0.011719,-0.003906,-0.039062,0.0,0.0,0.0
972451.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.0,0.0,0.0,0.0
972466.0,9.214844,-2.277344,-2.359375,0.011719,-0.003906,-0.03125,0.0,0.0,0.0
972491.0,9.210938,-2.316406,-2.324219,0.011719,-0.003906,0.042969,0.0,0.0,0.0
972516.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.042969,0.0,0.0,0.0
972535.0,9.210938,-2.316406,-2.359375,-0.027344,-0.003906,0.0,0.0,0.0,0.0
972555.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.035156,0.0,0.0,0.0
972576.0,9.210938,-2.316406,-2.398438,0.011719,-0.003906,0.0,0.0,0.0,0.0
972608.0,9.25,-2.316406,-2.359375,0.050781,-0.003906,0.0,0.0,0.0,0.0
972620.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.0,0.0,0.0,0.0
972650.0,9.214844,-2.277344,-2.359375,0.011719,0.035156,0.0,0.0,0.0,0.0
972688.0,9.214844,-2.277344,-2.398438,0.003906,0.035156,-0.039062,0.0,0.0,0.0
972706.0,9.214844,-2.277344,-2.398438,-0.035156,-0.003906,-0.039062,0.0,0.0,0.0
972720.0,9.214844,-2.277344,-2.359375,0.003906,0.035156,0.0,0.0,0.0,0.0
972736.0,9.210938,-2.316406,-2.398438,0.003906,0.035156,0.0,0.0,0.0,0.0
972759.0,9.210938,-2.316406,-2.359375,0.011719,-0.011719,0.007812,0.0,0.0,0.0
972775.0,9.175781,-2.355469,-2.359375,0.011719,-0.089844,0.007812,0.0,0.0,0.0
972799.0,9.210938,-2.316406,-2.324219,0.011719,-0.003906,0.042969,0.0,0.0,0.0
972815.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.042969,0.0,0.0,0.0
972838.0,9.171875,-2.277344,-2.324219,-0.027344,0.035156,0.042969,0.0,0.0,0.0
972870.0,9.214844,-2.277344,-2.359375,0.011719,0.035156,0.0,0.0,0.0,0.0
972885.0,9.171875,-2.277344,-2.324219,0.011719,-0.003906,0.0,0.0,0.0,0.0
972910.0,9.210938,-2.316406,-2.324219,0.011719,-0.003906,0.035156,0.0,0.0,0.0
972925.0,9.210938,-2.355469,-2.324219,-0.027344,-0.042969,0.0,0.0,-0.005859,0.0
972949.0,9.210938,-2.355469,-2.324219,0.011719,-0.042969,0.035156,0.001953,-0.003906,0.0
972965.0,9.175781,-2.316406,-2.359375,-0.027344,-0.042969,0.0,0.003906,-0.003906,-0.001953
972989.0,9.210938,-2.316406,-2.398438,0.011719,-0.003906,-0.039062,0.001953,-0.003906,-0.001953
973006.0,9.210938,-2.316406,-2.398438,0.011719,0.003906,0.0,0.003906,-0.003906,-0.005859
973028.0,9.171875,-2.277344,-2.359375,-0.027344,0.042969,0.0,0.001953,0.0,-0.001953
973059.0,9.210938,-2.316406,-2.359375,0.011719,0.003906,0.0,-0.001953,0.001953,-0.001953
973076.0,9.210938,-2.316406,-2.359375,-0.027344,-0.003906,0.0,-0.001953,0.0,0.001953
973098.0,9.210938,-2.355469,-2.359375,0.011719,-0.042969,0.0,0.0,0.0,0.0
973109.0,9.210938,-2.316406,-2.359375,0.011719,0.003906,0.0,0.003906,-0.001953,-0.001953
973125.0,9.175781,-2.316406,-2.359375,-0.027344,0.003906,0.0,0.003906,0.0,0.0
973145.0,9.214844,-2.277344,-2.398438,0.011719,0.003906,0.0,0.001953,-0.001953,-0.001953
973166.0,9.25,-2.316406,-2.359375,0.011719,0.042969,-0.039062,0.0,0.0,-0.001953
973179.0,9.214844,-2.277344,-2.359375,0.050781,0.035156,0.0,-0.001953,0.0,0.0
973195.0,9.214844,-2.277344,-2.359375,0.011719,-0.003906,0.0,0.001953,0.001953,0.001953
973217.0,9.214844,-2.277344,-2.359375,0.003906,0.035156,0.0,-0.003906,0.001953,0.001953
973249.0,9.210938,-2.355469,-2.359375,0.011719,-0.042969,0.0,-0.003906,-0.001953,0.001953
973265.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.0,-0.001953,-0.001953,-0.001953
973289.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.0,0.0,0.001953,-0.001953
973305.0,9.175781,-2.316406,-2.359375,0.011719,-0.042969,0.035156,0.003906,-0.003906,-0.001953
973329.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.0,0.001953,-0.001953,-0.001953
973345.0,9.214844,-2.277344,-2.359375,0.011719,0.035156,0.0,0.001953,-0.001953,0.0
973368.0,9.214844,-2.277344,-2.324219,0.011719,0.035156,0.035156,-0.001953,-0.003906,0.001953
973385.0,9.214844,-2.277344,-2.324219,-0.027344,0.035156,0.0,0.0,0.001953,-0.001953
973408.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.0,0.0,0.001953,0.001953
973426.0,9.210938,-2.316406,-2.398438,0.011719,-0.003906,0.0,0.0,0.001953,0.0
973440.0,9.210938,-2.316406,-2.398438,0.011719,-0.003906,0.0,0.0,0.0,-0.001953
973455.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.0,-0.001953,0.0,0.001953
973478.0,9.175781,-2.316406,-2.359375,-0.027344,-0.003906,0.0,0.0,0.0,0.001953
973488.0,9.210938,-2.316406,-2.398438,0.011719,-0.003906,-0.039062,0.001953,0.001953,-0.003906
973505.0,9.210938,-2.316406,-2.359375,0.011719,0.035156,0.0,0.001953,0.0,0.001953
973525.0,9.214844,-2.277344,-2.324219,0.011719,0.035156,0.0,-0.003906,0.001953,0.0
973558.0,9.210938,-2.316406,-2.359375,0.011719,-0.003906,0.0,-0.001953,0.0,0.001953
973575.0,9.210938,-2.316406,-2.324219,-0.027344,-0.003906,0.035156,-0.003906,-0.001953,0.0
973590.0,9.210938,-2.316406,-2.324219,0.011719,-0.003906,0.0,0.0,-0.003906,0.0
973628.0,9.175781,-2.316406,-2.359375,-0.035156,-0.003906,-0.007812,0.001953,-0.001953,0.001953
973644.0,9.210938,-2.316406,-2.359375,0.003906,0.035156,-0.007812,0.003906,-0.003906,-0.003906
973667.0,9.210938,-2.316406,-2.359375,0.003906,-0.003906,0.0,0.0,-0.001953,-0.001953
973706.0,9.210938,-2.316406,-2.359375,0.003906,-0.003906,0.0,0.001953,-0.001953,-0.001953
973718.0,9.214844,-2.277344,-2.359375,0.003906,0.035156,0.0,0.003906,-0.001953,0.0
973749.0,9.210938,-2.316406,-2.398438,0.003906,-0.003906,-0.039062,0.0,0.001953,0.0
973765.0,9.210938,-2.355469,-2.359375,0.003906,-0.003906,0.0,0.0,0.001953,0.0
973788.0,9.210938,-2.316406,-2.359375,0.003906,-0.003906,0.0,0.0,0.001953,0.0
973805.0,9.175781,-2.316406,-2.359375,0.003906,-0.003906,0.0,0.0,0.001953,0.0
973825.0,9.214844,-2.277344,-2.359375,-0.035156,-0.003906,0.0,0.0,0.0,0.0
973845.0,9.175781,-2.316406,-2.324219,0.003906,0.035156,0.0,0.0,0.001953,-0.001953
973865.0,9.214844,-2.277344,-2.359375,0.003906,-0.003906,-0.039062,0.0,0.001953,0.001953
973885.0,9.25,-2.316406,-2.359375,0.003906,0.035156,0.0,-0.001953,0.0,0.0
973905.0,9.175781,-2.316406,-2.359375,0.003906,-0.003906,0.0,0.0,0.0,0.0
973930.0,9.210938,-2.316406,-2.398438,0.003906,-0.003906,-0.039062,-0.001953,-0.001953,0.001953
973954.0,9.210938,-2.316406,-2.359375,0.003906,-0.003906,0.0,0.003906,-0.003906,0.0
973977.0,9.210938,-2.316406,-2.359375,0.003906,-0.003906,0.0,0.003906,0.0,-0.001953
973994.0,9.214844,-2.277344,-2.359375,0.042969,0.035156,0.0,0.001953,-0.005859,-0.001953
974015.0,9.214844,-2.277344,-2.359375,0.003906,-0.003906,0.0,0.001953,0.0,0.0
974048.0,9.214844,-2.277344,-2.398438,0.003906,0.035156,-0.03125,0.0,-0.001953,0.0
974065.0,9.210938,-2.316406,-2.398438,0.003906,0.035156,0.007812,0.0,0.0,0.001953
974088.0,9.210938,-2.316406,-2.359375,0.003906,-0.003906,0.007812,0.001953,0.001953,0.0
974105.0,9.210938,-2.316406,-2.359375,-0.035156,-0.003906,-0.03125,0.0,0.001953,0.001953
974127.0,9.210938,-2.316406,-2.359375,0.003906,-0.003906,0.007812,0.003906,0.001953,-0.001953
974144.0,9.214844,-2.277344,-2.359375,0.003906,0.035156,-0.03125,-0.001953,0.001953,0.001953
974167.0,9.210938,-2.316406,-2.359375,0.003906,-0.003906,0.007812,-0.001953,0.003906,0.0
974184.0,9.175781,-2.316406,-2.359375,-0.035156,0.035156,0.007812,-0.003906,-0.003906,0.0
974204.0,9.175781,-2.355469,-2.359375,-0.035156,-0.003906,0.007812,0.0,0.0,0.0
974224.0,9.175781,-2.355469,-2.359375,0.003906,-0.003906,0.042969,0.0,0.0,0.0
974244.0,9.210938,-2.355469,-2.359375,0.003906,-0.003906,0.007812,0.0,0.0,0.0
974265.0,9.253906,-2.277344,-2.359375,0.003906,-0.042969,0.007812,0.0,0.0,0.0
